Fecha;RAH;RAM;RAS;DECG;DECM;DECS
2450498.5;0;36;45.31;1;20;45.2
2450503.5;0;37;23.06;1;24;39.8
2450508.5;0;38;0.82;1;28;34.5
2450513.5;0;38;38.6;1;32;29.1
2450518.5;0;39;16.39;1;36;23.8
2450523.5;0;39;54.2;1;40;18.6
2450528.5;0;40;32.02;1;44;13.3
2450533.5;0;41;9.85;1;48;8.1
2450538.5;0;41;47.7;1;52;2.9
2450543.5;0;42;25.57;1;55;57.7
2450548.5;0;43;3.45;1;59;52.5
2450553.5;0;43;41.33;2;3;47.4
2450558.5;0;44;19.24;2;7;42.3
2450563.5;0;44;57.17;2;11;37.2
2450568.5;0;45;35.1;2;15;32.1
2450573.5;0;46;13.05;2;19;27
2450578.5;0;46;51.03;2;23;21.9
2450583.5;0;47;29;2;27;16.8
2450588.5;0;48;7;2;31;11.7
2450593.5;0;48;45.02;2;35;6.7
2450598.5;0;49;23.05;2;39;1.6
2450603.5;0;50;1.09;2;42;56.5
2450608.5;0;50;39.16;2;46;51.5
2450613.5;0;51;17.23;2;50;46.4
2450618.5;0;51;55.32;2;54;41.3
2450623.5;0;52;33.43;2;58;36.2
2450628.5;0;53;11.56;3;2;31.2
2450633.5;0;53;49.7;3;6;26
2450638.5;0;54;27.86;3;10;20.9
2450643.5;0;55;6.03;3;14;15.8
2450648.5;0;55;44.22;3;18;10.6
2450653.5;0;56;22.43;3;22;5.4
2450658.5;0;57;0.66;3;26;0.2
2450663.5;0;57;38.9;3;29;55
2450668.5;0;58;17.15;3;33;49.8
2450673.5;0;58;55.43;3;37;44.5
2450678.5;0;59;33.72;3;41;39.2
2450683.5;1;0;12.03;3;45;33.9
2450688.5;1;0;50.36;3;49;28.5
2450693.5;1;1;28.71;3;53;23.1
2450698.5;1;2;7.07;3;57;17.7
2450703.5;1;2;45.45;4;1;12.2
2450708.5;1;3;23.85;4;5;6.7
2450713.5;1;4;2.26;4;9;1.1
2450718.5;1;4;40.7;4;12;55.5
2450723.5;1;5;19.15;4;16;49.8
2450728.5;1;5;57.62;4;20;44.1
2450733.5;1;6;36.11;4;24;38.4
2450738.5;1;7;14.62;4;28;32.6
2450743.5;1;7;53.14;4;32;26.7
2450748.5;1;8;31.68;4;36;20.8
2450753.5;1;9;10.25;4;40;14.8
2450758.5;1;9;48.83;4;44;8.8
2450763.5;1;10;27.43;4;48;2.7
2450768.5;1;11;6.05;4;51;56.5
2450773.5;1;11;44.69;4;55;50.3
2450778.5;1;12;23.34;4;59;43.9
2450783.5;1;13;2.03;5;3;37.6
2450788.5;1;13;40.72;5;7;31.1
2450793.5;1;14;19.43;5;11;24.6
2450798.5;1;14;58.17;5;15;18
2450803.5;1;15;36.93;5;19;11.3
2450808.5;1;16;15.7;5;23;4.5
2450813.5;1;16;54.5;5;26;57.7
2450818.5;1;17;33.31;5;30;50.8
2450823.5;1;18;12.14;5;34;43.7
2450828.5;1;18;51;5;38;36.6
2450833.5;1;19;29.88;5;42;29.4
2450838.5;1;20;8.77;5;46;22.1
2450843.5;1;20;47.68;5;50;14.7
2450848.5;1;21;26.63;5;54;7.2
2450853.5;1;22;5.58;5;57;59.7
2450858.5;1;22;44.56;6;1;52
2450863.5;1;23;23.56;6;5;44.1
2450868.5;1;24;2.58;6;9;36.3
2450873.5;1;24;41.61;6;13;28.2
2450878.5;1;25;20.68;6;17;20.1
2450883.5;1;25;59.76;6;21;11.9
2450888.5;1;26;38.86;6;25;3.5
2450893.5;1;27;17.99;6;28;55
2450898.5;1;27;57.14;6;32;46.5
2450903.5;1;28;36.3;6;36;37.8
2450908.5;1;29;15.49;6;40;28.9
2450913.5;1;29;54.71;6;44;19.9
2450918.5;1;30;33.94;6;48;10.9
2450923.5;1;31;13.2;6;52;1.6
2450928.5;1;31;52.48;6;55;52.3
2450933.5;1;32;31.78;6;59;42.8
2450938.5;1;33;11.1;7;3;33.2
2450943.5;1;33;50.44;7;7;23.4
2450948.5;1;34;29.81;7;11;13.5
2450953.5;1;35;9.2;7;15;3.5
2450958.5;1;35;48.61;7;18;53.3
2450963.5;1;36;28.05;7;22;43
2450968.5;1;37;7.5;7;26;32.5
2450973.5;1;37;46.98;7;30;21.8
2450978.5;1;38;26.49;7;34;11
2450983.5;1;39;6.01;7;38;0.1
2450988.5;1;39;45.56;7;41;49
2450993.5;1;40;25.14;7;45;37.7
2450998.5;1;41;4.73;7;49;26.3
2451003.5;1;41;44.35;7;53;14.7
2451008.5;1;42;24;7;57;2.9
2451013.5;1;43;3.66;8;0;51
2451018.5;1;43;43.35;8;4;38.9
2451023.5;1;44;23.07;8;8;26.6
2451028.5;1;45;2.8;8;12;14.1
2451033.5;1;45;42.56;8;16;1.5
2451038.5;1;46;22.35;8;19;48.7
2451043.5;1;47;2.16;8;23;35.7
2451048.5;1;47;41.99;8;27;22.5
2451053.5;1;48;21.85;8;31;9.1
2451058.5;1;49;1.74;8;34;55.5
2451063.5;1;49;41.64;8;38;41.8
2451068.5;1;50;21.57;8;42;27.8
2451073.5;1;51;1.53;8;46;13.7
2451078.5;1;51;41.51;8;49;59.4
2451083.5;1;52;21.52;8;53;44.8
2451088.5;1;53;1.55;8;57;30
2451093.5;1;53;41.6;9;1;15.1
2451098.5;1;54;21.68;9;4;59.9
2451103.5;1;55;1.79;9;8;44.5
2451108.5;1;55;41.92;9;12;29
2451113.5;1;56;22.08;9;16;13.1
2451118.5;1;57;2.26;9;19;57.1
2451123.5;1;57;42.47;9;23;40.9
2451128.5;1;58;22.7;9;27;24.4
2451133.5;1;59;2.96;9;31;7.7
2451138.5;1;59;43.25;9;34;50.8
2451143.5;2;0;23.55;9;38;33.7
2451148.5;2;1;3.89;9;42;16.3
2451153.5;2;1;44.25;9;45;58.7
2451158.5;2;2;24.64;9;49;40.8
2451163.5;2;3;5.05;9;53;22.7
2451168.5;2;3;45.5;9;57;4.4
2451173.5;2;4;25.96;10;0;45.8
2451178.5;2;5;6.45;10;4;27
2451183.5;2;5;46.97;10;8;7.9
2451188.5;2;6;27.52;10;11;48.6
2451193.5;2;7;8.09;10;15;29
2451198.5;2;7;48.69;10;19;9.2
2451203.5;2;8;29.32;10;22;49.1
2451208.5;2;9;9.96;10;26;28.8
2451213.5;2;9;50.65;10;30;8.2
2451218.5;2;10;31.35;10;33;47.3
2451223.5;2;11;12.08;10;37;26.2
2451228.5;2;11;52.84;10;41;4.8
2451233.5;2;12;33.64;10;44;43.1
2451238.5;2;13;14.45;10;48;21.1
2451243.5;2;13;55.29;10;51;58.9
2451248.5;2;14;36.16;10;55;36.4
2451253.5;2;15;17.06;10;59;13.6
2451258.5;2;15;57.98;11;2;50.5
2451263.5;2;16;38.93;11;6;27.2
2451268.5;2;17;19.91;11;10;3.5
2451273.5;2;18;0.92;11;13;39.6
2451278.5;2;18;41.96;11;17;15.3
2451283.5;2;19;23.02;11;20;50.8
2451288.5;2;20;4.11;11;24;26
2451293.5;2;20;45.23;11;28;0.8
2451298.5;2;21;26.38;11;31;35.4
2451303.5;2;22;7.55;11;35;9.7
2451308.5;2;22;48.75;11;38;43.6
2451313.5;2;23;29.99;11;42;17.2
2451318.5;2;24;11.24;11;45;50.6
2451323.5;2;24;52.53;11;49;23.6
2451328.5;2;25;33.85;11;52;56.3
2451333.5;2;26;15.19;11;56;28.6
2451338.5;2;26;56.57;12;0;0.7
2451343.5;2;27;37.97;12;3;32.4
2451348.5;2;28;19.4;12;7;3.8
2451353.5;2;29;0.86;12;10;34.8
2451358.5;2;29;42.35;12;14;5.6
2451363.5;2;30;23.87;12;17;36
2451368.5;2;31;5.41;12;21;6
2451373.5;2;31;46.99;12;24;35.7
2451378.5;2;32;28.6;12;28;5.1
2451383.5;2;33;10.23;12;31;34.1
2451388.5;2;33;51.89;12;35;2.8
2451393.5;2;34;33.59;12;38;31.1
2451398.5;2;35;15.31;12;41;59.1
2451403.5;2;35;57.06;12;45;26.7
2451408.5;2;36;38.84;12;48;54
2451413.5;2;37;20.65;12;52;20.9
2451418.5;2;38;2.49;12;55;47.4
2451423.5;2;38;44.36;12;59;13.6
2451428.5;2;39;26.26;13;2;39.4
2451433.5;2;40;8.18;13;6;4.8
2451438.5;2;40;50.14;13;9;29.9
2451443.5;2;41;32.13;13;12;54.6
2451448.5;2;42;14.14;13;16;18.9
2451453.5;2;42;56.19;13;19;42.8
2451458.5;2;43;38.27;13;23;6.3
2451463.5;2;44;20.38;13;26;29.5
2451468.5;2;45;2.51;13;29;52.2
2451473.5;2;45;44.69;13;33;14.6
2451478.5;2;46;26.88;13;36;36.6
